CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,cuisine,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50106729,EL NUEVO TAINO,Manhattan,2228,AMSTERDAM AVENUE,10032,6465446849,Latin American,08/30/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,0,A,08/30/2022,10/24/2023,Pre-permit (Operational) / Re-inspection,40.84144444,-73.93577282,112,10,25300,1063054,1021270046,MN36,
50078590,RED MANGO,Queens,6147,188TH ST,11365,3472570893,Frozen Desserts,02-01-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,22,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73938548,-73.78577169,408,23,134700,4444049,4071170004,QN41,
40389356,TOM'S RESTAURANT,Manhattan,2880,BROADWAY,10025,2128646137,American,07/28/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28,,,10/24/2023,Cycle Inspection / Initial Inspection,40.80549019,-73.96572025,109,7,19900,1056989,1018840001,MN09,
50129091,SUSHI GINZA,Brooklyn,1845,NOSTRAND AVENUE,11226,7188160200,Japanese,11/15/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,11/15/2022,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.64067699,-73.94847366,317,45,82800,3112331,3049640035,BK95,
50075297,EIGHT BEAUTITUDES KOREAN RESTAURANT #18,Queens,136-20,ROOSEVELT AVENUE,11354,9175637751,Korean,08/31/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22,
41090212,REBEL,Manhattan,29,CLINTON STREET,10002,6467264245,American,03/31/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,03/31/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.7204589,-73.98436479,103,2,3001,1004252,1003500030,MN27,
41348416,JAYSE CATERING,Brooklyn,261,HURON STREET,11222,9172027252,American,03-01-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,03-01-23,10/24/2023,Cycle Inspection / Initial Inspection,40.7334293,-73.95053776,301,33,57900,3064224,3025240039,BK76,
41510014,EL CANELAZO BAR RESTAURANT,Queens,8004,ROOSEVELT AVENUE,11372,7184290016,Latin American,03-11-20,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,,,10/24/2023,Cycle Inspection / Initial Inspection,40.74744163,-73.88561875,404,25,26901,4036839,4014910002,QN29,
50141006,NAYA,Manhattan,285,MADISON AVENUE,10017,6466449901,Middle Eastern,09/19/2023,Violations were cited in the following area(s).,16-Jun,"Additional nutritional information statement not posted, or additional nutritional information not provided",Not Applicable,,,,10/24/2023,Calorie Posting / Initial Inspection,40.75174854,-73.98003712,105,4,8200,1035318,1012750023,MN20,
50087675,POPEYES,Queens,21903,N CONDUIT AVE,11413,7184135947,Chicken,08/28/2023,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,25,,,10/24/2023,Cycle Inspection / Initial Inspection,40.66643834,-73.75728864,413,31,32800,4542025,4130850004,QN66,
41423445,DAE BAK RESTAURANT,Queens,14606,34 AVENUE,11354,7183580002,Korean,03-01-22,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,03-01-22,10/24/2023,Cycle Inspection / Re-inspection,40.7672419,-73.82087323,407,20,115900,4113071,4049960048,QN51,
50109656,VYBZ ASTORIA,Queens,2826,STEINWAY ST,11103,9176485620,Bottled Beverages,10/21/2022,Violations were cited in the following area(s).,15-21,"Flavored tobacco products sold, offered for sale",Not Applicable,,,,10/24/2023,Smoke-Free Air Act / Initial Inspection,40.76521398,-73.91392305,401,22,6502,4010760,4006620030,QN70,
50109121,STACKED,Manhattan,1654,3 AVENUE,10128,2404136031,,01-01-00,,,,Not Applicable,,,,10/24/2023,,40.78299983,-73.95093772,108,5,15801,1048354,1015210037,MN40,
50094533,AMICI RISTORANTE,Manhattan,165,MULBERRY STREET,10013,3474696696,Italian,09/26/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,32,C,09/26/2022,10/24/2023,Cycle Inspection / Re-inspection,40.71982864,-73.99711036,102,1,4100,1006968,1004710020,MN24,
50044650,GOLDEN STEAMER,Brooklyn,1964,86 STREET,11214,6466396289,Chinese,05-12-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,10/24/2023,Cycle Inspection / Initial Inspection,40.60495971,-73.99886199,311,38,28400,3166863,3063740049,BK28,
50133246,MUNA,Manhattan,152,EAST   46 STREET,10017,6465257906,Indian,05-03-23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,19,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75369875,-73.97352883,106,4,9200,1036203,1013000145,MN19,
40380253,RIVERDALE DINER,Bronx,3657,KINGSBRIDGE AVENUE,10463,7188846050,American,02/17/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,02/17/2022,10/24/2023,Cycle Inspection / Re-inspection,40.8850063,-73.90127222,208,11,28500,2083856,2057660757,BX29,
50130884,NORA PIZZA,Bronx,2456,EASTCHESTER ROAD,10469,6464921148,Pizza,05/15/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,Z,05/15/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.86191913,-73.84331758,211,13,31200,2052925,2044780032,BX31,
41694248,LA NUEVA CARICIA RESTAURANT,Manhattan,1693,AMSTERDAM AVENUE,10031,2124913983,Mexican,01-10-19,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,39,,,10/24/2023,Cycle Inspection / Initial Inspection,40.82439765,-73.94820077,109,7,22700,1061299,1020590031,MN04,
50104907,TRINIJAM BK ROTI BAR & GRILL,Brooklyn,9501,FLATLANDS AVENUE,11236,7189860215,Caribbean,04/30/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.64265877,-73.90221953,318,46,96800,3229639,3081830013,BK50,
50094393,BOBBA HUBBA,Queens,4036,75TH ST,11373,2123658269,Coffee/Tea,10/24/2019,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,4,,,10/24/2023,Pre-permit (Operational) / Compliance Inspection,40.74591464,-73.89031664,404,25,26700,4036720,4014857501,QN29,
50126746,ONE ZO/ SNOWSHOW,Queens,4215,CRESCENT ST,11101,3472249851,Coffee/Tea,05/17/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,47,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75015959,-73.94094651,402,26,1900,4005057,4004230005,QN31,
50057582,"JIMMY'S HOUSE, IF CHA",Manhattan,162,EAST   25 STREET,10010,2127257888,Chinese,08-03-22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,32,,,10/24/2023,Cycle Inspection / Initial Inspection,40.74027311,-73.98262436,106,2,6800,1018080,1008800050,MN21,
50041663,LIMA RESTAURANT,Queens,8507,NORTHERN BLVD,11372,9178326682,Peruvian,10/31/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75587304,-73.88240259,403,25,33700,4034689,4014150045,QN28,
50111464,NEW EAST GARDEN RESTAURANT,Manhattan,1685,1 AVENUE,10128,2128315900,Chinese,04/18/2023,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,37,Z,04/18/2023,10/24/2023,Cycle Inspection / Re-inspection,40.77784968,-73.94867402,108,5,14602,1050052,1015500025,MN32,
50106639,ADOM CUISINE,Bronx,613,EAST TREMONT AVENUE,10457,7182940792,African,06-10-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,35,,,10/24/2023,Cycle Inspection / Initial Inspection,40.84622391,-73.89279636,206,15,37300,2011993,2030680099,BX17,
50011635,LUNATICS ICE CREAM PARLOR,Brooklyn,1224,SURF AVENUE,11224,6463692370,Frozen Desserts,06-01-22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,06-01-22,10/24/2023,Cycle Inspection / Initial Inspection,40.57553391,-73.98035277,313,47,35200,3245132,3086940011,BK21,
50070746,SOM BO,Manhattan,143,8 AVENUE,10011,9173856399,"Asian,Asian Fusion",01/13/2023,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,B,01/13/2023,10/24/2023,Cycle Inspection / Re-inspection,40.74175111,-74.0010754,104,3,8300,1013076,1007410030,MN13,
50006275,GO CATERING,Manhattan,58,LISPENARD STREET,10013,2129244502,American,03/24/2022,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,6,A,03/24/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.71955416,-74.00295095,101,1,3300,1002306,1001940031,MN24,
50102803,PAN RICO AMBATENO,Brooklyn,302,KNICKERBOCKER AVENUE,11237,9179660460,Bakery Products/Desserts,07/21/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,07/21/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.70171786,-73.9234942,304,34,42900,3073180,3032190031,BK77,
50103012,TIFFANY CAFE,Manhattan,6,EAST   57 STREET,10022,2126135511,American,08-12-21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.76277293,-73.97354686,105,4,11202,1035791,1012920066,MN17,
50116155,SEPTEMBER,Brooklyn,83,SARATOGA AVENUE,11233,5086491703,Coffee/Tea,03-10-22,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,10/24/2023,Administrative Miscellaneous / Initial Inspection,40.68391925,-73.91738159,316,41,37300,3040395,3015020011,BK79,
50002675,CENTRAL DINER,Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,7187514756,American,05/23/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,05/23/2017,10/24/2023,Cycle Inspection / Initial Inspection,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98,
41030732,SHUN FOOK CHINESE RESTAURANT,Queens,13507,LEFFERTS BOULEVARD,11420,7188437074,Chinese,08/16/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,08/16/2022,10/24/2023,Cycle Inspection / Re-inspection,40.67026094,-73.82095084,410,32,83800,4256619,4118060024,QN55,
50053354,SIZZLE SHAWARMA & FALAFEL BAR,Queens,18615,UNION TPKE,11366,7184874696,Jewish/Kosher,09-07-22,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,14,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72870803,-73.78270685,408,24,133300,4154997,4072030037,QN41,
50003374,SAMUDRA INDIAN RESTAURANT,Queens,7518,37TH AVE,11372,7182551757,Indian,06/13/2023,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,29,C,06/13/2023,10/24/2023,Cycle Inspection / Re-inspection,40.7490741,-73.89056045,403,25,28700,4029851,4012860030,QN28,
50073898,BOUCHERIE,Manhattan,225,PARK AVENUE SOUTH,10003,2123530200,French,03-05-20,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73735891,-73.98842397,105,2,5000,1017861,1008740001,MN21,
40763881,GNOCCO,Manhattan,337,EAST   10 STREET,10009,2126771913,Italian,01/27/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72711712,-73.98049913,103,2,3400,1005145,1004040037,MN22,
40403579,THE TAP ROOM,Manhattan,1,WEST   54 STREET,10019,2125723420,American,05/23/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19,N,,10/24/2023,Cycle Inspection / Initial Inspection,40.76124461,-73.97585413,105,4,10400,1034800,1012700034,MN17,
50105157,GOLD STAR BEER COUNTER,Brooklyn,340,STERLING PLACE,11238,7736776855,,01-01-00,,,,Not Applicable,,,,10/24/2023,,40.67533936,-73.96686534,308,35,20700,3029340,3011710052,BK64,
41265805,BLEND,Queens,4704,VERNON BOULEVARD,11101,7187292800,Latin American,02/28/2022,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,65,Z,02/28/2022,10/24/2023,Cycle Inspection / Re-inspection,40.74528782,-73.95325366,402,26,700,4000085,4000290046,QN31,
41705626,ZUCKERS BAGELS,Manhattan,370,LEXINGTON AVENUE,10017,2126611080,Sandwiches,03/24/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75063902,-73.97664119,105,4,8000,1036150,1012950058,MN20,
41396670,HIGHLANDERS (STAND 318),Bronx,1,EAST  161 STREET,10451,9172843260,American,08/14/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,08/14/2019,10/24/2023,Cycle Inspection / Initial Inspection,40.82902843,-73.92849646,204,16,6300,2114490,2024930001,BX63,
50130355,MIDMUS,Brooklyn,135,NORTH    5 STREET,11249,7183218981,Asian/Asian Fusion,03/26/2023,Violations were cited in the following area(s).,20-Apr,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,10/24/2023,Administrative Miscellaneous / Initial Inspection,40.71693943,-73.95924744,301,34,55300,3062195,3023350029,BK73,
50018426,GOTAN,Manhattan,130,FRANKLIN STREET,10013,2124315200,Mediterranean,12/14/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71912306,-74.00686146,101,1,3300,1002154,1001897501,MN24,
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,5663,RIVERDALE AVENUE,10471,7184324779,Jewish/Kosher,10-10-19,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,14,B,10-10-19,10/24/2023,Cycle Inspection / Re-inspection,40.90609655,-73.90431219,208,11,32300,2086317,2059530001,BX22,
50114154,NUTRICION PILAR,Bronx,117,EAST  184 STREET,10468,3479947782,Other,03-03-23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,26,,,10/24/2023,Cycle Inspection / Initial Inspection,40.85979784,-73.90025416,205,14,23703,2013917,2031730064,BX40,
50117347,KENNEDY FRIED CHICKEN,Bronx,3275,WESTCHESTER AVENUE,10461,6317469496,Chicken,01-05-22,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,B,01-05-22,10/24/2023,Pre-permit (Operational) / Re-inspection,40.85266075,-73.82770196,210,13,30000,2047750,2042490001,BX10,
50108807,QDOBA MEXICAN EATS,Staten Island,1275,WOODROW ROAD,10309,7189661355,Mexican,05-10-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,10,A,05-10-22,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.54173533,-74.20713763,503,51,20801,5079744,5061450016,SI32,
50115858,FORTUNE HOUSE,Brooklyn,82,HENRY STREET,11201,3475650803,Chinese,05-02-22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,05-02-22,10/24/2023,Pre-permit (Operational) / Re-inspection,40.69839452,-73.99257087,302,33,100,3001701,3002260026,BK09,
50110081,BILL'S BAR,Brooklyn,6326,AVENUE N,11234,7186765699,American,10-06-22,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,28,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.61959182,-73.91635568,318,46,69800,3236374,3083850044,BK45,
41578677,SARAVANA BHAVAN,Manhattan,81,LEXINGTON AVENUE,10016,2126847755,Indian,09/21/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,75,,,10/24/2023,Cycle Inspection / Re-inspection,40.74149738,-73.98328083,106,2,6800,1018134,1008820030,MN21,
50037441,CEMITAS EL TIGRE,Queens,4514,48TH AVE,11377,2129207963,Mexican,02/20/2020,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73937656,-73.92016335,402,26,18501,4053022,4022890031,QN31,
50045884,TAQUERIA DIANA,Manhattan,524,9 AVENUE,10018,6466844541,Mexican,02-01-23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,02-01-23,10/24/2023,Cycle Inspection / Re-inspection,40.75660834,-73.99393959,104,3,11500,1013674,1007630001,MN15,
41694378,POPEYES,Brooklyn,9216,CHURCH AVENUE,11236,7185660566,Chicken,12/26/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,45,,,10/24/2023,Cycle Inspection / Initial Inspection,40.65384262,-73.91829474,317,42,88800,3103450,3047130042,BK96,
40759928,NINO'S PIZZA,Brooklyn,9110,3 AVENUE,11209,7186800222,Pizza,09/22/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0,A,09/22/2022,10/24/2023,Cycle Inspection / Re-inspection,40.61972203,-74.03259545,310,43,5800,3154699,3060850040,BK31,
50116536,EWE'S DELICIOUS TREATS AFRICAN RESTAURANT,Brooklyn,453,PENNSYLVANIA AVENUE,11207,9293373525,African,08-08-23,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,5,A,08-08-23,10/24/2023,Pre-permit (Operational) / Re-inspection,40.6660236,-73.89435953,305,42,112600,3084663,3038060023,BK85,
50124503,AMBATENO RESTAURANT,Brooklyn,338,KNICKERBOCKER AVENUE,11237,9172515489,Latin American,07/20/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,42,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.70102536,-73.9222796,304,37,42900,3073834,3032460027,BK77,
50063466,DOMINICAN FOOD CORP,Staten Island,2180,FOREST AVENUE,10303,7184424616,Latin American,12/21/2022,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11,A,12/21/2022,10/24/2023,Cycle Inspection / Re-inspection,40.62670425,-74.16225953,501,49,30302,5033582,5016850104,SI12,
50107433,CAFE GOSSIP,Brooklyn,1687,86 STREET,11214,7189754688,American,08-04-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,08-04-22,10/24/2023,Cycle Inspection / Re-inspection,40.60879956,-74.00518618,311,43,18000,3165701,3063420049,BK27,
50000919,PANKO EXPRESS,Brooklyn,7802,FLATLANDS AVENUE,11236,7189688399,Chinese,03/15/2022,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,26,,,10/24/2023,Cycle Inspection / Initial Inspection,40.63461275,-73.9146362,318,46,95600,3224809,3080150041,BK50,
50059197,ARCHDIOCESES OF NY,Manhattan,1011,1 AVENUE,10022,6467942280,American,03-10-20,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,14,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75726425,-73.96369132,106,5,10800,1039972,1013480023,MN19,
41542793,LUKE'S LOBSTER,Manhattan,242,EAST   81 STREET,10028,2122494241,Seafood,04/27/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.7751626,-73.95533033,108,5,13800,1048536,1015260028,MN32,
50129829,HEALTHY LIVING HERBALIFE,Manhattan,167,EAST  106 STREET,10029,6464181486,"Juice, Smoothies, Fruit Salads",04/25/2023,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,63,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.79194255,-73.94555364,111,8,17200,1052033,1016340032,MN33,
50097960,ADDEOS OF THE BRONX,Bronx,1056,MORRIS PARK AVENUE,10461,7188245036,Pizza,03-09-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9,A,03-09-23,10/24/2023,Cycle Inspection / Re-inspection,40.84893187,-73.85437996,211,13,25400,2044839,2041040003,BX37,
50097866,ZHANG LIANG HOT POT,Queens,13649,ROOSEVELT AVE,11354,3474296999,Chinese,06/20/2023,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75998263,-73.82847686,407,20,87100,4112511,4049800064,QN22,
50115882,MLB &Q BURGER,Queens,4307,MAIN ST,11355,9294024931,Sandwiches/Salads/Mixed Buffet,08/18/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,51,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75228091,-73.82670655,407,20,79701,4116333,4051400006,QN22,
50140850,JERSEY SHORE SUSHI CO,Brooklyn,1901,CONEY ISLAND AVENUE,11230,7184191877,,01-01-00,,,,Not Applicable,,,,10/24/2023,,40.61104703,-73.96256821,314,48,54200,3181688,3067580067,BK43,
50038509,IHOP,Brooklyn,253,LIVINGSTON STREET,11201,7182224467,Pancakes/Waffles,01/31/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,01/31/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.68885278,-73.98373399,302,33,3700,3000454,3001597501,BK38,
40400149,CHINA GLATT,Brooklyn,4413,13 AVENUE,11219,7184382576,Jewish/Kosher,02/22/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,,,10/24/2023,Cycle Inspection / Initial Inspection,40.6376798,-73.98933489,312,39,23200,3136459,3056110005,BK88,
40867037,WARREN HALL COFFEE BAR,Manhattan,1125,AMSTERDAM AVENUE,10025,2128548641,Coffee/Tea,02-08-22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,02-08-22,10/24/2023,Cycle Inspection / Initial Inspection,40.80634791,-73.96137789,109,7,20101,1085710,1018670042,MN09,
40393832,GLEN PATRICK'S PUB,Queens,5373,65 PLACE,11378,7184298334,American,03/25/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,10,A,03/25/2023,10/24/2023,Cycle Inspection / Re-inspection,40.72925198,-73.90022301,405,30,51500,4054945,4023810002,QN30,
50116138,EMPANADAS ON THE HILL,Bronx,337,EAST GUN HILL ROAD,10467,7185145397,Latin American,11/21/2022,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,23,,,10/24/2023,Cycle Inspection / Initial Inspection,40.87881677,-73.87311849,207,11,43100,2018643,2033560120,BX43,
41319438,"DUNKIN',' BASKIN ROBBINS",Brooklyn,8301,FLATLANDS AVENUE,11236,7185314469,Donuts,06-12-23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,06-12-23,10/24/2023,Cycle Inspection / Re-inspection,40.63699793,-73.91097965,318,46,95400,3224442,3080040007,BK50,
