id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,,
4375375,"Artsy 2 Bedroom Apt. in Harlem, NY",22716230,M. Johanne,Manhattan,East Harlem,40.80006,-73.9459,Entire home apartment,200,5,0,,,1,0,,
4616865,Colorful Room in Crown Heights,6028908,Kelly,Brooklyn,Crown Heights,40.67569,-73.95548,Private room,38,10,0,,,1,0,,
26054026,Awesome bedroom in Upper Manhattan,40044041,Rocio,Manhattan,Washington Heights,40.84367,-73.93566,Private room,59,2,5,02-01-19,0.43,1,0,,
5536844,Park Slope Master Bedroom,28711190,Adam,Brooklyn,Park Slope,40.6682,-73.98196,Private room,75,1,0,,,1,0,,
34253217,Fantastic 2 Bedroom Apartment,258599553,Matt,Manhattan,Kips Bay,40.7432,-73.97703,Entire home apartment,190,1,4,17-06-19,2.14,1,144,,
23744773,Central Park West Hotel,172544686,Vijay,Manhattan,Upper West Side,40.77706,-73.97788,Private room,800,1,0,,,4,269,,
3116279,Cozy Studio on McGolrick Park,5352357,Bernice,Brooklyn,Greenpoint,40.72418,-73.94528,Private room,83,2,2,25-08-16,0.03,1,0,,
33294626,Soho 1 Bedroom Apartment Near Tons of Restaurants,250759662,John,Manhattan,Greenwich Village,40.72779,-73.99882,Entire home apartment,200,4,14,27-06-19,3.96,1,323,,
6799944,Brooklyn Bright Times,257676,Linda,Brooklyn,Flatbush,40.65348,-73.95978,Private room,148,1,12,18-06-18,0.24,2,90,,
33941653,The Eagle's Nest,82380968,Loretta,Manhattan,Harlem,40.80437,-73.94595,Private room,85,1,3,15-05-19,1.14,1,193,,
21192123,Modern large Duplex in Greenwich Village,153052198,Helena,Manhattan,Greenwich Village,40.73366,-73.99805,Entire home apartment,275,120,0,,,1,235,,
30150357,"Sun-drenched, airy industrial loft in Brooklyn!",30381245,Cristian,Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,03-07-19,0.61,1,1,,
8420870,"Perfect,  Private 1-Bdrm Union Squar",44350279,Jp,Manhattan,Gramercy,40.73572,-73.98735,Entire home apartment,190,2,134,27-06-19,3.2,4,270,,
36224668,Private BR in Two-Floor Hip Bushwick Apartment,204048342,Alixandra,Brooklyn,Bushwick,40.70428,-73.92439,Private room,70,1,0,,,1,1,,
28509709,Bronx Apartment College Ave,215183568,Matilde,Bronx,Claremont Village,40.83739,-73.91118,Private room,26,1,20,26-03-19,2.07,1,3,,
1524562,Stuyvesant Heights Townhouse,4540899,Tee,Brooklyn,Bedford-Stuyvesant,40.69399,-73.93135,Entire home apartment,89,3,86,26-05-19,1.29,1,223,,
7563487,Great private room open for Aug!!,3353772,Jackie,Brooklyn,Williamsburg,40.70889,-73.94113,Private room,75,1,1,04-08-15,0.02,1,0,,
5183502,"Airy, Modern, Large Room W'burg two blocks subway",1762555,Arti,Brooklyn,Williamsburg,40.71508,-73.94586,Private room,100,4,38,12-06-19,1.06,1,10,,
7867890,UWS Apartment and Garden Terrace,17714726,Craig,Manhattan,Upper West Side,40.80268,-73.969,Entire home apartment,140,4,11,24-07-18,0.23,1,10,,
5028653,Sun drenched art filled apartment,5244243,Mie,Manhattan,Financial District,40.71068,-74.00713,Entire home apartment,290,5,0,,,1,0,,
35120985,Beautiful 25th Floor Room,20539689,Beau,Manhattan,Washington Heights,40.84709,-73.93525,Private room,65,10,0,,,1,229,,
35704999,Comfortable 2BR Apartment in City Center ♛,238324936,Marcel,Manhattan,Hell's Kitchen,40.765,-73.98737,Entire home apartment,300,1,0,,,3,334,,
4767139,Large room in two-story Brownstone,15815124,Tanya,Brooklyn,Prospect Heights,40.68163,-73.97122,Private room,70,2,45,19-11-18,0.85,1,0,,
6305027,Beautiful Boerum Hill 2 Bedroom,309393,Thomas,Brooklyn,Boerum Hill,40.68492,-73.97913,Entire home apartment,175,30,1,31-08-15,0.02,1,45,,
21848241,Artsy and charming retreat in Lefferts Garden,41911368,Katie,Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.96042,Private room,95,1,48,23-06-19,2.63,2,77,,
25464886,Shared Cozy Apartment By Times Square Manhattan,187975743,R.Henry,Manhattan,Hell's Kitchen,40.76418,-73.98822,Shared room,99,1,42,23-06-19,3.12,8,181,,
28138470,New MidCentury Modern Apt In The Heart Of Brooklyn,42085952,Mj,Brooklyn,Flatbush,40.63088,-73.96113,Entire home apartment,102,2,0,,,1,36,,
33701016,Bright modern loft in Crown Heights brownstone,9919024,Francesco,Brooklyn,Crown Heights,40.67807,-73.95532,Entire home apartment,130,4,7,20-06-19,2.5,1,28,,
19284253,2A,17770287,Nina,Manhattan,Midtown,40.75077,-73.9814,Entire home apartment,145,30,4,30-11-18,0.18,14,207,,
20960110,Arthur Ave 2BDR sleeps 6! (15 mins from Manhattan),98416305,Nihad,Bronx,Belmont,40.85362,-73.8896,Entire home apartment,140,2,71,23-06-19,3.45,1,291,,
36404815,Trendy Hell's Kitchen 1BR w/ Gym + W/D + Doorman by Blueground,107434423,Blueground,Manhattan,Hell's Kitchen,40.76083,-73.99727,Entire home apartment,267,30,0,,,232,228,,
26131794,Super Luxurious 2 Bedroom Grand Central,61391963,Corporate Housing,Manhattan,Murray Hill,40.7512,-73.97738,Entire home apartment,175,30,2,30-04-19,0.38,91,241,,
22282585,New Private studio-apartment,107296819,Alexandra,Manhattan,East Harlem,40.79576,-73.93735,Entire home apartment,110,1,69,16-06-19,3.64,3,9,,
33230477,NYC Bedroom!! - Minutes to Central Park!!,140830391,Jay,Manhattan,Inwood,40.86387,-73.92711,Private room,180,5,6,23-06-19,1.94,9,323,,
26300797,"Luxury 4BR Home, Spacious & Central to Trains",197740847,Nicole,Brooklyn,Crown Heights,40.67989,-73.96212,Entire home apartment,250,3,30,16-06-19,2.56,1,114,,
33643309,Cozy private bedroom 15 min from Manhattan,149312408,Kateryna And Tim,Queens,Astoria,40.76769,-73.92564,Private room,55,1,11,07-07-19,3.75,2,319,,
19803462,Beauty of New York!,139871790,Reisha,Manhattan,Upper East Side,40.76301,-73.95719,Entire home apartment,123,3,26,29-05-19,1.08,1,0,,
26946895,Manhattan - Columbus Circle Apt,202741872,Carlos,Manhattan,Hell's Kitchen,40.76782,-73.98351,Entire home apartment,250,1,34,17-06-19,3.01,1,20,,
19861834,"Clean, Cute Williamsburg Apt, Steps from train!",17820666,Erin,Brooklyn,Williamsburg,40.70618,-73.9534,Entire home apartment,198,20,4,31-03-18,0.18,1,0,,
16768665,Huge Apartment for Experiencing New York,111319972,Clayton,Manhattan,Harlem,40.82851,-73.94054,Private room,175,1,0,,,1,0,,
20934056,"Beautiful, spacious apartment in Brooklyn",140293912,Awilda,Brooklyn,Kensington,40.64674,-73.97947,Private room,137,3,5,02-01-19,0.23,3,0,,
22081741,Large Sun-filled room in beautiful brownstone home,2738676,Sarah,Brooklyn,Bedford-Stuyvesant,40.68748,-73.93048,Private room,65,5,2,01-09-18,0.1,1,0,,
8474859,Beautiful 1 Bedroom + futon,44631190,Eli,Brooklyn,Columbia St,40.68053,-74.00387,Entire home apartment,130,3,15,19-05-19,0.33,1,356,,
15107136,GAMBA Z's Artist Residency for Traveling Artists,19187413,Melissa,Brooklyn,Williamsburg,40.70547,-73.93747,Private room,60,20,0,,,2,363,,
19387438,"Lovely room, close to all!",135910220,Maria,Queens,Maspeth,40.73832,-73.90669,Private room,45,2,41,01-07-19,1.68,1,154,,
4694480,1000 SQ FT Cobble Hill Übercharmer,24268565,Daniel,Brooklyn,Cobble Hill,40.68982,-73.99675,Entire home apartment,250,1,185,05-07-19,3.32,1,209,,
602453,Cosy Large Bedroom Park Slope,2316922,Nat,Brooklyn,Park Slope,40.6686,-73.98342,Private room,65,3,31,10-08-18,0.5,1,22,,
21486579,Times Square Holiday Rental Loft!,142053,Jowelle,Manhattan,Hell's Kitchen,40.76565,-73.98554,Shared room,299,2,37,18-02-19,1.8,5,188,,
10731317,Cozy NYC apartment shared space female only,10525320,Candace,Manhattan,Upper East Side,40.77141,-73.9534,Shared room,40,1,56,15-03-19,1.35,2,173,,
35660065,Beautiful shared room in 20 min to Manhattan,268110281,Sergii,Brooklyn,Bushwick,40.69258,-73.91168,Shared room,32,30,0,,,3,330,,
20216170,"Cozy, Sunny, Spacious 1 Bedroom Gem in Greenpoint!",144017474,Kristin,Brooklyn,Greenpoint,40.73639,-73.95342,Entire home apartment,83,1,85,01-07-19,3.74,2,0,,
21485026,"Beautiful Room in Bushwick, Bk. (Hablo Español)",134419840,Damary,Brooklyn,Bushwick,40.69242,-73.90441,Private room,60,30,5,06-06-19,0.24,1,141,,
30038437,Luxe and Quiet 1 Bdrm Upper East Side Apartment,15605409,Jackie,Manhattan,Upper East Side,40.77064,-73.96197,Entire home apartment,345,7,15,14-06-19,1.92,1,21,,
16162363,Quiet Private Room in Manhattan,104926837,Julia,Manhattan,Financial District,40.70551,-74.00735,Private room,113,3,131,04-07-19,4.21,3,12,,
20264224,"Bright, cozy room 30mins from downtown Manhattan",107420184,Naz,Brooklyn,Crown Heights,40.67169,-73.9326,Private room,50,3,28,04-07-19,1.76,1,93,,
12856720,5mn location from Manhattan midtown,33950089,Abdoulaye,Queens,Long Island City,40.75166,-73.94028,Private room,60,1,36,04-06-19,1.05,1,316,,
16261522,Big Sunny Room in NYC (B5),5164854,Lilia,Manhattan,Harlem,40.81943,-73.9387,Private room,54,5,8,03-09-18,0.31,8,332,,
21836461,East Village apartment - available for December,9214999,Elsa,Manhattan,East Village,40.728,-73.98603,Entire home apartment,125,25,3,19-11-17,0.15,1,0,,
594020,In_Manhattan+1 Small Block to train,2929756,Chris,Manhattan,Inwood,40.86284,-73.91955,Private room,55,4,142,03-06-19,1.68,2,179,,
29964348,NYC HOLIDAY!!!!   April 15- May 15,2039658,Pam,Manhattan,Upper East Side,40.76519,-73.96874,Entire home apartment,3600,31,0,,,1,358,,
16490732,Entire 3rd Fl in Brownstone steps to Prospect Park,107933494,Josie,Brooklyn,Park Slope,40.66763,-73.97486,Entire home apartment,260,3,17,29-05-19,0.6,2,309,,
15774629,"Spacious, Great Location, Garden, 1 stop to City.",101883929,Timothy,Brooklyn,Boerum Hill,40.68326,-73.98004,Entire home apartment,182,4,83,23-06-19,2.82,1,254,,
13802521,"Very Clean, Comfortable Room Available",26022066,Yakup,Brooklyn,Midwood,40.61295,-73.95366,Private room,50,1,10,28-04-19,0.3,1,0,,
8067738,Rm @Top Floor of a Luxury Building!,3958647,Yegor,Brooklyn,Bushwick,40.69955,-73.92225,Private room,90,3,0,,,1,0,,
9248558,1 Queen Bed,48059119,Wolcott,Manhattan,Midtown,40.74784,-73.9862,Private room,159,1,0,,,3,365,,
11753010,brooklyn rent apartment,62535444,Alex,Brooklyn,Brighton Beach,40.57891,-73.95388,Entire home apartment,99,1,88,26-06-19,2.22,2,364,,
35542686,"Quaint cozy room in Flushing Queens, in big apt",24423571,Ronny,Queens,Flushing,40.75283,-73.82561,Private room,46,1,1,23-06-19,1,1,365,,
34783887,Charming 1br in Morningside Heights,3138868,Wenfei,Manhattan,Morningside Heights,40.80535,-73.96307,Entire home apartment,140,4,1,26-05-19,0.68,1,9,,
28346402,Room at walking distance to the Empire State!,214037223,Monze,Manhattan,Kips Bay,40.74381,-73.97909,Private room,130,2,45,24-06-19,4.87,3,277,,
30694626,Clinton Hill Quiet stylish 2 bedroom,541486,Max,Brooklyn,Bedford-Stuyvesant,40.68736,-73.9564,Entire home apartment,160,1,9,02-06-19,1.39,2,6,,
16424565,Modern Apartment 7 min from JFK Airport and Casino,43197578,James,Queens,South Ozone Park,40.6727,-73.81598,Entire home apartment,89,1,2,08-07-19,2,1,42,,
24086178,2 Bedroom Astoria Beautiful,6523823,Louis,Queens,Ditmars Steinway,40.77516,-73.91792,Entire home apartment,103,5,1,22-04-18,0.07,1,0,,
31500127,Comfortable sofa bed in chic apt,34915339,Michael,Manhattan,Upper East Side,40.7814,-73.95206,Shared room,50,1,38,30-06-19,6.48,4,238,,
35850605,Convenient Private Master Room Prime Time Square!,2196491,Sophia,Manhattan,Theater District,40.75696,-73.98323,Private room,65,14,0,,,3,85,,
34749200,Brand new in the heart of Bushwick,54736855,Britt & Greg,Brooklyn,Bushwick,40.70505,-73.91848,Entire home apartment,140,1,16,07-07-19,11.16,1,143,,
31020675,Beautifully Renovated Small Mid Century Bedroom,152386567,Alexandra-Katherine,Manhattan,Lower East Side,40.72173,-73.9918,Private room,125,1,4,07-07-19,0.79,2,165,,
4813236,beautiful ROOFTOP apartment,24789838,Aljosha,Brooklyn,Bushwick,40.68876,-73.90824,Private room,37,17,0,,,2,0,,
26158857,Luxury Retreat with Juliette Balcony on Stone St.,4196156,Kristina,Manhattan,Financial District,40.70512,-74.01097,Entire home apartment,200,1,1,06-07-19,1,1,16,,
24358619,UWS Studio  - Great Neighborhood!,106837455,Lisa,Manhattan,Upper West Side,40.78489,-73.982,Entire home apartment,90,90,0,,,8,0,,
6758846,"Williamsburg, BK large apt",22894987,Daniel,Brooklyn,Williamsburg,40.71085,-73.94894,Entire home apartment,100,1,0,,,1,0,,
20431492,"Cozy & clean Bedstuy, Brooklyn bedroom",73954921,Anthony,Brooklyn,Bedford-Stuyvesant,40.69173,-73.95104,Private room,38,1,1,24-08-17,0.04,1,0,,
34147375,Sonder | Stock Exchange | Sunny 3BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70776,-74.01239,Entire home apartment,470,2,3,23-06-19,1.55,327,237,,
29576256,(A) Brand New apto just few steps from the train,222659001,Rosana,Brooklyn,Bedford-Stuyvesant,40.6781,-73.91163,Private room,55,2,26,26-06-19,3.59,4,192,,
7677565,Private Room With Queen Bed in NYC,40316314,Chris,Manhattan,East Village,40.72338,-73.98239,Private room,80,1,1,16-08-15,0.02,2,0,,
21410257,"ALL YOURS FULL APARTMENT
2 BDM 2 BTH East Village!",27636450,Lauren,Manhattan,NoHo,40.72617,-73.99218,Entire home apartment,250,2,2,06-11-17,0.1,2,0,,
19767688,Bedroom with Patio in Prime Williamsburg Location!,3900279,Adriel,Brooklyn,Williamsburg,40.72054,-73.95919,Private room,100,3,0,,,2,0,,
30531695,Boho tranquil room in bushwick/ridgewood,227682707,Michelle,Queens,Ridgewood,40.70383,-73.91171,Private room,60,2,2,30-12-18,0.29,1,0,,
711635,Charming East Village Apartment,3662459,Barry,Manhattan,East Village,40.73016,-73.98643,Entire home apartment,240,5,86,30-06-19,1.15,1,344,,
6897911,Chic and Cozy Heart of Williamsburg,72773,Guillerma,Brooklyn,Williamsburg,40.72004,-73.95615,Private room,100,3,51,22-06-19,1.07,1,345,,
23763873,Private room in prime Greenpoint-Steps to G train!,178244787,Miranda,Brooklyn,Greenpoint,40.72254,-73.95084,Private room,90,1,13,16-11-18,0.87,2,0,,
12234835,UNBEATABLE LOCATION - SUPREME APARTMENT,65832104,Sam,Manhattan,Lower East Side,40.71877,-73.98913,Entire home apartment,85,5,4,15-06-19,0.11,1,282,,
16487077,"East 29th Street, Luxury 1bd",22541573,Ken,Manhattan,Midtown,40.74593,-73.98687,Entire home apartment,200,30,0,,,87,365,,
7972839,Spacious apt. near Prospect Park,1287826,Alexander,Brooklyn,Prospect Heights,40.67603,-73.96941,Entire home apartment,135,4,2,17-10-15,0.04,1,0,,
22407389,Lovely bright room in Washington Heights,2924286,Patricia,Manhattan,Washington Heights,40.85783,-73.93117,Private room,60,3,10,05-09-18,0.54,1,0,,
7410868,Great spot in Lower East Side,5417646,EmiLy,Manhattan,Lower East Side,40.71546,-73.9896,Entire home apartment,120,4,3,13-05-16,0.08,1,0,,
34490350,Spacious One King Bed Junior Suite in Times Square,260618374,The Knickerbocker,Manhattan,Theater District,40.75608,-73.98915,Private room,100,1,0,,,13,356,,
28187115,French charm in Manhattan,35649879,Brad,Manhattan,Upper East Side,40.76249,-73.96428,Entire home apartment,430,2,10,04-07-19,1.06,1,365,,
5681745,Charming1 Bedroom Apt in Greenpoint,29456424,Dallas,Brooklyn,Greenpoint,40.73125,-73.95905,Entire home apartment,150,2,8,09-11-15,0.16,1,0,,
12343793,Cozy room in Prime Williamsburg,7476145,Alexis,Brooklyn,Williamsburg,40.71811,-73.95793,Private room,75,3,3,16-01-17,0.09,1,0,,
4659285,Manhattan! Bunk beds for 10+,23334165,Patricia,Manhattan,Harlem,40.82396,-73.94388,Entire home apartment,450,5,81,09-06-19,1.48,3,303,,
9988233,Cozy Two Room Studio Astoria,404692,Romina,Queens,Astoria,40.76248,-73.91279,Entire home apartment,99,5,15,01-06-18,0.43,1,0,,
24772896,Quaint SoHo Home Away From Home in The Big Apple!,187301833,Sue,Manhattan,SoHo,40.72095,-73.99961,Entire home apartment,210,3,34,26-06-19,2.48,1,37,,
12505852,Upper West Side 1 bedroom,5775272,Lindsey,Manhattan,Upper West Side,40.78406,-73.98431,Entire home apartment,125,1,0,,,1,0,,
7727798,Room with its private bathroom and garden access,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69461,-73.93406,Private room,86,3,91,02-07-19,1.99,7,20,,
23488012,Sparse room inside well-kept apartment,8335684,Mary,Manhattan,Inwood,40.86222,-73.93052,Private room,36,1,1,11-04-18,0.07,3,0,,
28123708,"Large, Fully Furnished, Quiet 1 Bedroom Apt.",13562603,Rebecca,Brooklyn,Flatbush,40.64831,-73.95788,Entire home apartment,80,90,0,,,1,95,,
9810506,Beautiful Luxury Tribeca Apartment,50540315,Rebecca,Manhattan,Battery Park City,40.71775,-74.01509,Private room,150,3,0,,,1,0,,
29383233,"“One of a kind” Penthouse 
獨一無二的紐約閣樓",213781715,Anting,Manhattan,NoHo,40.72872,-73.99199,Entire home apartment,179,1,1,26-05-19,0.68,33,187,,
28287064,"""THE MANHATTAN OASIS"" Penthouse & Private Terrace",213438424,Jen,Manhattan,East Village,40.72936,-73.98093,Entire home apartment,345,2,35,03-06-19,3.44,1,262,,
32164372,Semi-studio in MIDTOWN HK,133130315,Artem,Manhattan,Hell's Kitchen,40.76379,-73.9872,Entire home apartment,170,1,4,27-05-19,1.05,6,123,,
30339161,ONE BEDROOM KING SUITE - PRIME WILLIAMSBURG,198861577,Novo,Brooklyn,Williamsburg,40.72176,-73.95616,Private room,200,7,0,,,5,364,,
12990578,Cozy Room with Window View near Times Square,49447536,Wing Yan,Manhattan,Hell's Kitchen,40.75484,-73.9922,Private room,100,1,1,08-06-16,0.03,1,0,,
13700820,Private Room with Queen-size Bed,3856352,Bryan,Manhattan,East Harlem,40.7974,-73.9354,Private room,40,4,14,27-11-18,0.41,1,0,,
25401843,Gorgeous Studio Hideout/w Queen Bed.,34313176,Eddie,Queens,Rego Park,40.71691,-73.86147,Entire home apartment,80,2,42,29-06-19,3.16,4,307,,
8069316,Spacious Apt w/ Balcony in Bushwick,7363236,Scott,Brooklyn,Bushwick,40.69715,-73.92865,Entire home apartment,85,25,2,01-11-15,0.04,1,0,,
6717053,Lovely Studio in Flushing/kew Garde,34992043,Frances,Queens,Flushing,40.74024,-73.83105,Private room,68,1,222,04-07-19,4.48,2,330,,
8439030,One Room in Murray Hill / Midtown,44433249,Sarah,Manhattan,Murray Hill,40.7465,-73.97734,Private room,85,5,2,10-10-15,0.04,1,0,,
30199622,Near Subway and Central Park :),226839517,Tamara,Manhattan,Midtown,40.75714,-73.96748,Private room,90,1,42,23-06-19,5.68,1,45,,
18071374,Brooklyn (NYC) Modern Comfort.,48712266,Eka,Brooklyn,Greenpoint,40.72528,-73.94428,Entire home apartment,175,5,72,20-06-19,2.73,2,198,,
30168118,Comfy private BR for a couple! Near train & mall,137358866,Kazuya,Queens,Woodside,40.74041,-73.89029,Private room,49,30,3,31-05-19,0.5,103,195,,
10154762,Central Park - Comfy Futon Couch for 2,37626481,Lugao,Manhattan,Upper West Side,40.79637,-73.96996,Shared room,65,1,55,04-06-19,1.34,2,0,,
5891777,Cozy 1BD side apartment w/parking,18014128,Inessa,Staten Island,Great Kills,40.5517,-74.14636,Entire home apartment,65,5,62,21-05-19,1.22,1,336,,
9362788,Large Family Size Apt. Ground Zero,812866,Vicki,Manhattan,Battery Park City,40.70941,-74.01774,Entire home apartment,450,1,0,,,1,0,,
26705460,A+ Location - Cozy Brooklyn Room with Great Access,106609860,Jeremy,Brooklyn,Gowanus,40.67779,-73.98342,Private room,60,2,37,20-06-19,3.27,1,54,,
14522175,Bohemian Home in Trendy LES! #10250,25760832,Alexandra,Manhattan,Lower East Side,40.71947,-73.98581,Entire home apartment,200,2,22,05-01-19,0.64,1,4,,
10272718,Comfortable Room in 3 bedroom Apt,42278723,Ariel,Manhattan,East Harlem,40.78593,-73.94169,Private room,60,1,1,24-01-16,0.02,1,0,,
29959581,East Harlem Modern & Luxurious Studio,225252724,Fabiola,Manhattan,East Harlem,40.79758,-73.93808,Entire home apartment,98,1,0,,,1,25,,
20186834,Spacious 2 Bedrooms w/ Private Entrance + Bathroom,4609956,Sarah,Brooklyn,Bedford-Stuyvesant,40.68249,-73.95683,Private room,150,2,5,31-08-18,0.21,3,102,,
4384820,N 6th & Bedford PRIME Williamsburg ,22764554,Linda,Brooklyn,Williamsburg,40.71797,-73.95981,Private room,135,1,1,04-11-14,0.02,1,0,,
19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,22959695,Gurpreet  Singh,Queens,Richmond Hill,40.69502,-73.8252,Private room,50,1,106,07-10-18,4.15,5,0,,
2560559,Sunny Private Room Near Prospect Pk,2766490,Daisy,Brooklyn,Crown Heights,40.68027,-73.96379,Private room,50,7,1,03-01-16,0.02,1,0,,
7399178,Cozy Room in the LOWER EAST SIDE!,38767720,Caitlin,Manhattan,Lower East Side,40.71934,-73.98424,Private room,97,1,2,29-12-15,0.04,1,0,,
3058087,Fully Furnished Luk Room including Air Conditiner!,5986790,Gen,Manhattan,Washington Heights,40.83568,-73.94457,Private room,40,31,2,16-06-19,0.15,6,130,,
22227610,A suite like room with a private bathroom.,132934081,Sam,Brooklyn,Borough Park,40.64495,-73.99615,Private room,70,7,2,06-01-19,0.11,1,0,,
36424334,Laundry + Central AC - Modern Style - Near Metro,155298656,Brad & Rachel,Queens,Ridgewood,40.70585,-73.91298,Private room,35,30,0,,,1,44,,
5288228,Sunny Room across CrotonaPark for Women Only Space,860636,Shawn(Ta),Bronx,Tremont,40.83875,-73.88728,Private room,38,3,15,01-10-18,0.28,3,0,,
253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73693,-73.95316,Entire home apartment,199,3,30,03-07-19,0.32,28,56,,
29209396,Room with King sized bed in the heart of Bushwick,200182757,Rosie,Brooklyn,Bushwick,40.70696,-73.9199,Private room,50,2,31,20-06-19,3.86,2,273,,
1981590,Loft 15 - 20 minutes to Manhattan,10225447,Giovani,Brooklyn,Bushwick,40.69937,-73.91463,Entire home apartment,135,3,164,05-01-19,2.45,1,325,,
3101058,Entire One Bedroom Apartment next to Prospect Park,15767190,Mark,Brooklyn,Flatbush,40.65235,-73.9635,Entire home apartment,109,2,2,28-06-17,0.08,1,0,,
30892041,Park Slope / Spacious and Comfy / Perfect Location,4631381,Merve,Brooklyn,Park Slope,40.67801,-73.97951,Entire home apartment,220,20,0,,,1,24,,
27488220,"Private room Flushing Queens, 15 min from 7train",54508119,Paolo,Queens,Flushing,40.7423,-73.8047,Private room,38,1,16,30-06-19,1.42,1,362,,
33096564,Tu Tranquilidad no tiene precio,182434290,Ana Maria,Queens,Ditmars Steinway,40.77134,-73.91328,Private room,52,1,5,23-05-19,1.6,2,188,,
22401504,Charming Private Brooklyn Apartment,163855521,Judith,Brooklyn,East New York,40.6762,-73.87936,Entire home apartment,99,3,66,01-07-19,3.55,1,254,,
24759050,"Private Bedroom on Upper West, Manhattan",76537707,Angela,Manhattan,Upper West Side,40.795,-73.97479,Private room,67,12,1,31-05-18,0.07,1,0,,
501693,Room w/pvt bathroom on Central Park,1490833,Patrick,Manhattan,Upper West Side,40.7952,-73.9624,Private room,99,1,280,23-06-19,3.51,1,246,,
6069703,Urban sanctuary near Bedford L!,17958459,Maria,Brooklyn,Williamsburg,40.71462,-73.96309,Entire home apartment,179,8,39,01-01-19,0.77,1,113,,
11128811,Cozy Walk up apartment in a great neighborhood!,42779345,Jodi,Queens,Long Island City,40.74523,-73.94906,Private room,50,2,3,17-02-19,0.41,1,0,,
34953750,Quiet apartment 501 Upper east side/Manhattan,71630660,Kosjenka,Manhattan,Upper East Side,40.77086,-73.95131,Entire home apartment,150,3,0,,,1,273,,
14429957,Amazing Private Room close Time Sq & Central Park.,713764,Michelle & Heddy,Manhattan,Hell's Kitchen,40.7632,-73.98875,Private room,149,2,121,13-06-19,3.5,1,70,,
27601676,"Entire Apt.  *Huge 1,600 SF 3BR* *Dining&Living Ro",63903815,David,Manhattan,Upper West Side,40.79666,-73.97334,Entire home apartment,220,6,0,,,1,0,,
7367484,Huge private room with bathroom,31452390,Jennifer,Manhattan,Washington Heights,40.83428,-73.94446,Private room,60,1,1,23-07-15,0.02,1,0,,
35808498,2 bd 2 bathroom Apartment in Upper East Side,269377869,Jordi,Manhattan,Upper East Side,40.77223,-73.95082,Entire home apartment,350,4,0,,,1,337,,
20235701,Very large sunny one bedroom that can be for 2-3,87814281,Sharon,Manhattan,Harlem,40.83103,-73.94653,Private room,80,1,0,,,2,0,,
25837179,ASTORIA in QUEENS,194130534,Miryung,Queens,Astoria,40.77204,-73.9223,Private room,51,1,23,04-06-19,1.78,1,3,,
23142952,Beautiful room in renovated Manhattan apartment,6501039,Geraldo,Manhattan,Washington Heights,40.83416,-73.94375,Private room,30,5,2,07-07-18,0.14,1,0,,
27572832,Spacious & Sunny Master w Private Bath,167775339,Lydia,Queens,Woodside,40.7488,-73.90362,Private room,86,1,12,04-02-19,1.28,1,0,,
21161707,Soulful minipenthouse perched over East Village,2171676,Thomas,Manhattan,East Village,40.7277,-73.97841,Private room,71,2,112,07-07-19,5.22,1,129,,
17360353,Great spacious room in Stylish apt near Highline,42024722,Daniel,Manhattan,Chelsea,40.7456,-74.00107,Private room,100,5,66,01-07-19,2.37,2,99,,
16823231,1BR Spacious Luxury Apartment in Williamsburg BK,2369654,Michael & Hanako,Brooklyn,Williamsburg,40.71778,-73.95503,Entire home apartment,120,4,7,16-04-18,0.24,1,0,,
12590964,"Private room in Charming, Cozy and Sunny Apt",1520629,Pillo,Brooklyn,Clinton Hill,40.68374,-73.96719,Private room,60,1,67,22-06-19,1.85,1,310,,
17477830,Sunny Room on Hippest Block in Bushwick,118341133,Mackenzie,Brooklyn,Bushwick,40.70537,-73.92269,Private room,55,2,2,14-03-17,0.07,1,0,,
31490659,"‘’AROUND THE CORNER’’  QUEENS, NY",12394498,Anna,Queens,Maspeth,40.7282,-73.89135,Entire home apartment,90,3,9,05-07-19,6.75,1,121,,
22306300,Stylish spacious 1 bd centrally located in Midtown,10730227,Juliana,Manhattan,Hell's Kitchen,40.75547,-73.99513,Entire home apartment,162,3,9,01-01-19,0.49,1,0,,
14628409,WINTER PROMO! BKLN - LG 2bd/ modern/comfy/CLEAN!,7978333,Chana & Chike,Brooklyn,Greenpoint,40.72976,-73.95189,Entire home apartment,150,2,154,30-06-19,4.5,1,271,,
24498872,Charming Upper West Studio,185067271,Jared,Manhattan,Upper West Side,40.78612,-73.97011,Entire home apartment,85,30,6,14-05-19,0.56,1,15,,
35710204,The N residence,136408243,David,Brooklyn,Midwood,40.61354,-73.96316,Private room,140,1,0,,,1,364,,
2755909,Cozy sunny Apt in NYC,3447539,Nick,Manhattan,Washington Heights,40.84915,-73.93848,Private room,59,30,65,06-06-19,1.33,2,99,,
